@relation data
@attribute "#classes" numeric
@attribute "#atributos" numeric
@attribute "#exemplos" numeric
@attribute "#exemplos/#atributos" numeric
@attribute "%nominais" numeric
@attribute "log(#exs)" numeric
@attribute "log(#exs/#atrs)" numeric
@attribute "AH-conect.-Y" numeric
@attribute "AH-Dunn-Y" numeric
@attribute "AH-silhueta-Y" numeric
@attribute "AH-conect.-1.5Y" numeric
@attribute "AH-Dunn-1.5Y" numeric
@attribute "AH-silhueta-1.5Y" numeric
@attribute "AH-conect.-2Y" numeric
@attribute "AH-Dunn-2Y" numeric
@attribute "AH-silhueta-2Y" numeric
@attribute "kM-conect.-Y" numeric
@attribute "kM-Dunn-Y" numeric
@attribute "kM-silhueta-Y" numeric
@attribute "kM-conect.-1.5Y" numeric
@attribute "kM-Dunn-1.5Y" numeric
@attribute "kM-silhueta-1.5Y" numeric
@attribute "kM-conect.-2Y" numeric
@attribute "kM-Dunn-2Y" numeric
@attribute "kM-silhueta-2Y" numeric
@attribute learner {NB,kNN,VFDT,SVM,C45,IELM,CIELM}
@attribute class {AgTUeuc1.0,DWTUmah1.0,DWeuc1.0,EERMent,Mar,Rnd,SGcon}
@data
3.0,12.0,560.0,46.666666666666664,33.333333333333336,2.7481880270062002,1.6690067809585756,7.367857142857136,0.334593122623387,0.11647518430962496,8.239682539682546,0.334593122623387,0.149999379251653,27.749206349206393,0.391020649690099,0.17412209865227893,7.367857142857136,0.334593122623387,0.11647518430962496,8.239682539682546,0.334593122623387,0.149999379251653,18.60000000000001,0.4034762873836689,0.1776291533320409,kNN,EERMent
5.0,3.0,863.2,287.73333333333335,0.0,2.9361114316748544,2.458990176955192,153.69999999999993,0.028086360499416808,0.254095160015357,181.76111111111098,0.03603249074922788,0.280899086595916,221.23888888888902,0.03603249074922788,0.2494815386615831,224.18134920634904,0.025186445598475285,0.2923442208830258,264.95952380952417,0.02420306968638009,0.3093302190538189,296.3702380952381,0.027890278869841,0.284966545705486,NB,AgTUeuc1.0
4.0,6.0,1382.4,230.4,100.0,3.140633725134818,2.3624824747511743,275.15238095238084,0.3833903959880461,0.08575104840881799,422.77142857142894,0.3833903959880461,0.08870163025192562,516.0297619047619,0.3833903959880461,0.08924745056307776,167.0444444444439,0.41793028593402204,0.123752100538681,261.6543650793649,0.42787603867244495,0.11358457992150303,380.00992063492106,0.4125357140904662,0.0979804485744289,NB,Mar
2.0,6.0,272.8,45.46666666666667,0.0,2.4358443659844413,1.6576931156007977,23.804365079365088,0.16880855130600103,0.49209960297571514,76.00317460317457,0.05935087457936168,0.233432211853513,131.0420634920629,0.05935087457936168,0.12707399157561505,24.579365079365097,0.12943765937432905,0.4778612486723959,88.19444444444436,0.03819465346737428,0.23795184512771095,124.29365079365103,0.047383293816366516,0.19000803426727106,NB,SGcon
2.0,6.0,248.0,41.333333333333336,0.0,2.3944516808262164,1.6163004304425728,29.84642857142861,0.05817583526175698,0.31364701002498213,47.69325396825399,0.06288554229770192,0.28916807861410293,56.69920634920632,0.08319304274875344,0.27890033637901807,43.446428571428584,0.06328573133051997,0.36908055681401497,56.90873015873019,0.04973022643158841,0.3084211191075579,82.7380952380952,0.04660290583873119,0.28722543717134813,kNN,AgTUeuc1.0
2.0,22.0,177.6,8.072727272727272,100.0,2.249442961442582,0.907020280620376,53.68333333333331,0.286731735888515,0.102458010213106,66.83531746031753,0.286731735888515,0.10968240875257101,78.55357142857137,0.3104297077282389,0.10738170131431496,74.6698412698413,0.28981843728524015,0.13236103119031203,85.59444444444442,0.3101350796286322,0.12770663629945908,89.46269841269844,0.3191635317105979,0.12700087158232398,IELM,AgTUeuc1.0
2.0,27.0,240.0,8.88888888888889,51.851851851851855,2.380211241711606,0.9488474775526188,99.99246031746029,0.20616944001577203,0.08295796695450669,156.87579365079407,0.20208608132975903,0.01873212911758781,162.72499999999994,0.20208608132975903,0.024583383782293192,73.1738095238095,0.22144311251890192,0.101689757268002,159.1900793650789,0.20101206687692807,0.04412213699830039,165.35396825396805,0.20024356924279701,0.04450192937767691,NB,DWTUmah1.0
3.0,4.0,500.0,125.0,0.0,2.6989700043360187,2.0969100130080562,147.46785714285707,0.13581530020827792,0.16835580600732897,226.23531746031688,0.14150688118925595,0.1491236177828611,289.6460317460321,0.15969285353799811,0.1523072711502649,93.67936507936514,0.14150688118925595,0.19840319007220203,221.125,0.16039895184892206,0.19802775854581292,284.00595238095207,0.16917667418227603,0.196644505458735,C45,AgTUeuc1.0
2.0,57.0,3365.6,59.045614035087716,0.0,3.52706249900894,1.7711876433364486,114.91269841269799,0.0312667002284891,0.4477032640357438,536.7285714285713,0.0117548870958686,0.06762824093184955,1116.7297619047602,0.0065410441940671775,-0.011759839357784192,508.61071428571404,0.011458551445988696,0.2475369356970951,640.3515873015872,0.003795778050935741,0.1413249579654199,660.3539682539682,7.415045496546832E-4,0.16511370199607495,kNN,DWTUmah1.0
2.0,6.0,345.6,57.6,0.0,2.5385737338068557,1.760422483423212,1.80833333333333,0.36024821073911,0.163191258305222,2.219444444444441,0.36024821073911,0.14719649272644694,2.75277777777778,0.38622506042269505,0.18907656097722392,1.80833333333333,0.36024821073911,0.163191258305222,2.219444444444441,0.36024821073911,0.14719649272644694,2.75277777777778,0.38622506042269505,0.18907656097722392,SVM,Mar
2.0,16.0,223.2,13.95,100.0,2.348694190265541,1.1445742076096164,24.7246031746032,0.37269509681841906,0.22959493754443291,69.5626984126984,0.26830743495118603,0.13525658951565692,75.97460317460316,0.27870209110403193,0.12219682042571293,34.7948412698413,0.37510361209748494,0.2382176410425191,62.36706349206354,0.26539557067843916,0.14619332086479006,57.838095238095164,0.2990026493066951,0.1366205964420941,IELM,Mar
2.0,9.0,766.4,85.15555555555555,100.0,2.884455496070488,1.930212986631163,355.52619047619004,0.42866854275466015,0.03742762286983922,396.214682539683,0.42930049682541077,0.0399863539458597,513.2662698412697,0.42930049682541077,0.03616199156831459,275.44404761904815,0.43645160080643514,0.07323910409146307,252.46111111111085,0.4451750573581931,0.07756263729742872,464.25952380952384,0.43645630169727684,0.0707953366172185,C45,DWTUmah1.0
2.0,8.0,614.4,76.8,0.0,2.7884512070234555,1.885361220031512,108.72420634920599,0.0650985134755717,0.13669257998391904,177.03809523809502,0.07376616499847394,0.11613932821416297,201.75714285714304,0.07376616499847394,0.120414621140716,133.8603174603169,0.05371933463543239,0.18899273851658102,238.5206349206349,0.06669231631447631,0.17894052591639603,260.8194444444441,0.04762446513968208,0.16517850959064304,NB,AgTUeuc1.0
5.0,13.0,242.4,18.646153846153847,15.384615384615385,2.3845326154942486,1.2705892631874118,50.87976190476191,0.19351797440442295,0.12594190606763392,74.98571428571428,0.19351797440442295,0.16169181362442003,99.65515873015873,0.13888597898030597,0.14115211055796195,55.9992063492063,0.16714468632772303,0.18351763902352997,64.75992063492056,0.20447821258348203,0.18446931565578098,109.17619047619002,0.10617153688290996,0.149613396774094,IELM,AgTUeuc1.0
2.0,44.0,213.6,4.8545454545454545,0.0,2.3296012483565187,0.6861485718703314,20.8301587301587,0.32264086244833484,0.4893793820493487,112.977380952381,0.16353642448871802,0.11699915251338595,122.08492063492108,0.16353642448871802,0.107742216644358,26.829365079365097,0.2912049488246031,0.46848952712118275,79.57341269841272,0.17357114992775402,0.2784202145242498,116.37896825396805,0.149467779438746,0.15647646365088305,IELM,EERMent
5.0,3.0,1216.8,405.59999999999997,0.0,3.085219201044942,2.6080979463252794,227.38928571428607,0.02887160111395821,0.22200753967022804,275.5142857142862,0.03502392738712759,0.22406406523937408,338.29960317460313,0.03502392738712759,0.20547289159165502,219.47380952380993,0.027270457966575203,0.32469711340157814,287.0555555555559,0.02060615434117259,0.307648088887114,422.90714285714296,0.021368958795333196,0.27903844096720015,kNN,AgTUeuc1.0
15.0,90.0,192.0,2.1333333333333333,0.0,2.2833012287035497,0.32905871926422475,84.88373015873023,0.18982720046098492,0.285899733266512,135.620634920635,0.16422028977253691,0.27045789202407805,173.23055555555595,0.21988356326982694,0.29790506242274417,86.4079365079365,0.19985277726659909,0.2941469556657832,131.49880952381,0.17289345739106798,0.2856470281399288,171.23730158730189,0.21988356326982694,0.305382546557345,IELM,DWTUmah1.0
3.0,7.0,168.0,24.0,0.0,2.225309281725863,1.380211241711606,24.761904761904805,0.10278177024935503,0.3986157239125431,35.725396825396814,0.09750733931394855,0.3124648634706029,59.32936507936508,0.10568484407285396,0.24225681594148504,22.6035714285714,0.08807304296380479,0.407693845211926,49.6269841269841,0.11171864930740495,0.3347000724265772,72.89880952380946,0.08094627888583211,0.27176366752084485,kNN,EERMent
2.0,13.0,234.4,18.03076923076923,0.0,2.369957607346053,1.2560142550392164,47.70436507936508,0.203068426010805,0.17513108223290208,57.30039682539678,0.203068426010805,0.118035659868287,63.24285714285708,0.21410366802518507,0.13969889155458193,37.375793650793725,0.105498037783466,0.19682631815402007,44.7126984126984,0.20841305251359807,0.16244211214958792,49.692857142857086,0.21761115469805795,0.16797986560036995,C45,AgTUeuc1.0
2.0,33.0,1552.8,47.054545454545455,0.0,3.1911155223803065,1.672601582502419,0.0,0.13795362560699906,0.46292593283810796,7.086507936507939,0.025022629091345793,0.3414111270441619,7.086507936507939,0.025022629091345793,0.32955014252677617,0.0,0.13795362560699906,0.46292593283810796,39.54603174603173,0.020455050929463595,0.3432887450394081,26.284523809523797,0.020455050929463595,0.3391641995741281,SVM,DWTUmah1.0
2.0,72.0,2020.8,28.066666666666666,0.0,3.3055233332112555,1.4481908367799872,246.44682539682503,0.10800022907532596,0.27930004035402184,489.17738095238076,0.08939840320626274,0.12143487144823797,619.2273809523812,0.08939840320626274,0.12134630621780097,363.355158730159,0.0924941797123517,0.2780944903093791,567.5888888888893,0.10500158430591305,0.24962408345701895,596.2047619047622,0.10659534526489604,0.17040060578368493,IELM,AgTUeuc1.0
2.0,60.0,166.4,2.7733333333333334,0.0,2.2211533219547053,0.44300207157106153,26.3650793650794,0.34718001700209017,0.21870353171862889,59.1424603174603,0.25556456156173996,0.11482790735418201,60.14206349206348,0.25556456156173996,0.11160579522428003,39.37460317460319,0.21592668754078595,0.20562957409918992,60.14761904761897,0.17522182881143508,0.13061076387303705,65.82539682539681,0.17478943710612393,0.12043992088035398,VFDT,DWeuc1.0
3.0,35.0,1692.0,48.34285714285714,0.0,3.228400358703005,1.6843323143527291,22.032142857142897,0.11743912022248003,0.144429227247326,22.032142857142897,0.11743912022248003,0.1581925138279051,37.19801587301592,0.08282765289413982,0.14333805922725007,231.60833333333295,0.026806826310128307,0.14548535803489002,232.184126984127,0.026806826310128307,0.15887735668539993,139.2174603174599,0.019267505439727498,0.14678821656240892,kNN,DWeuc1.0
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,525.5484126984134,0.15869618877349193,0.058164976079566603,620.52619047619,0.15869618877349193,0.06467747939402074,719.5142857142856,0.15869618877349193,0.06883288961484318,805.265079365079,0.1617912592479941,0.06836367935012694,812.7257936507943,0.163448095640355,0.08354328303295727,984.4055555555566,0.16506562251847512,0.08778298066084948,VFDT,AgTUeuc1.0
10.0,35.0,1692.0,48.34285714285714,0.0,3.228400358703005,1.6843323143527291,35.9765873015873,0.158404804464594,0.22941385362828806,202.61349206349212,0.06602300587916171,0.19957912873883107,308.45555555555615,0.06658754368269924,0.19815644702811702,73.61746031746026,0.06897931504916842,0.230176532118086,406.8892857142861,0.040642092987835714,0.22130215970936898,488.6722222222217,0.04691527157461119,0.21230571029072706,VFDT,Mar
2.0,20.0,797.6,39.88,0.0,2.901785145303599,1.6007551496396182,212.04126984127006,0.34081561420878004,0.07517543095704003,382.545634920635,0.3211497685392971,0.0484127629478152,502.6476190476189,0.3210701930265881,0.029006042186081084,271.8293650793649,0.25414748476831206,0.08125831100894104,316.04920634920586,0.27406503172543784,0.07244866279738922,449.07936507936506,0.246992597906039,0.06477928404175753,CIELM,Mar
7.0,18.0,1668.8,92.71111111111111,0.0,3.2224042910824555,1.9671317859791495,56.519047619047576,0.021011238659803096,0.35688651942201594,115.98095238095206,0.01935834340955571,0.2748392708880551,145.14444444444405,0.014826275052344797,0.30001511623632715,127.72182539682494,0.007455764407818171,0.3617451185593199,231.29007936507887,0.007069689616808429,0.31437068953081587,261.40515873015914,0.008942411590609682,0.3183805492144139,VFDT,SGcon
2.0,998.0,160.0,0.16032064128256512,0.0,2.2041199826559246,-0.7950105586314463,0.0,0.6573627526615303,0.29205740763736193,0.0,0.6190591108248493,0.379011504518728,7.29642857142857,0.4072527400100779,0.3617668737757462,0.0,0.6573627526615303,0.29205740763736193,0.0,0.6190591108248493,0.379011504518728,7.29642857142857,0.4072527400100779,0.3617668737757462,kNN,EERMent
15.0,90.0,264.0,2.933333333333333,0.0,2.4216039268698313,0.46736141743050613,102.35476190476201,0.1938795849747229,0.250174579064149,152.690873015873,0.18792765911747192,0.2428798966866931,200.774206349206,0.21282514661380303,0.23840303147196193,115.702777777778,0.0988469828923321,0.25359796045730304,152.35238095238094,0.14735287886626092,0.26736559777211283,199.08888888888904,0.147699836107686,0.25887927700862284,IELM,AgTUeuc1.0
2.0,20.0,432.0,21.6,0.0,2.635483746814912,1.334453751150931,248.14761904761895,0.355433579303594,0.047815269828002195,361.77063492063485,0.355433579303594,0.02626962774507229,417.4718253968251,0.355433579303594,0.02005750217060541,247.4257936507939,0.26798220403933387,0.06946638581681526,414.31468253968325,0.2979941008547911,0.051203892509897625,507.4166666666673,0.2979941008547911,0.045852494900673696,CIELM,AgTUeuc1.0
2.0,72.0,2022.4,28.08888888888889,0.0,3.305867056602291,1.4485345601710224,204.11944444444399,0.11354396908274907,0.297833997339957,487.5634920634917,0.10554049209636403,0.1342292083480311,654.76746031746,0.10554049209636403,0.14028916693009205,359.9567460317459,0.09142768805516761,0.2817838815260459,560.4468253968248,0.09876383301124374,0.23567871606304705,590.787698412698,0.09876383301124374,0.170545999910447,IELM,Rnd
2.0,14.0,552.0,39.42857142857143,42.857142857142854,2.741939077729199,1.5958110420509608,17.456746031745993,0.10003746658568295,0.17914785469631903,17.65674603174601,0.10100172951621396,0.17470667568042997,70.7365079365079,0.06588287535495609,0.13621127976965,15.439285714285694,0.1271089693048829,0.18380022928259895,18.446031746031693,0.13370318726410793,0.191086297927136,78.2523809523809,0.0739643340428058,0.1599052681387919,IELM,Mar
11.0,13.0,792.0,60.92307692307692,0.0,2.8987251815894934,1.7847818292826567,91.40000000000003,0.108856698194431,0.18081051065443707,110.76547619047598,0.11851589889375702,0.2001973492977,139.2888888888891,0.13175739797544994,0.22584445163524694,174.30238095238107,0.07542400921179943,0.20926003993339598,165.33730158730202,0.09072481485182202,0.21757917081398903,177.91746031746004,0.09072481485182202,0.23473540723989597,NB,AgTUeuc1.0
3.0,21.0,2967.2,141.2952380952381,0.0,3.4723468203205536,2.1501275255866346,69.1892857142857,0.007028832115166619,0.05396993063865962,73.63571428571434,0.007028832115166619,0.10415236271683201,75.02579365079356,0.007028832115166619,0.16510270107404296,463.817063492063,0.0040019870676305976,0.11128438656337801,300.52539682539714,0.0072920535495694635,0.13900713302761403,282.5230158730158,0.007347744692568401,0.17456819167722404,NB,DWeuc1.0
2.0,2.0,4232.8,2116.4,0.0,3.6266277485240006,3.3255977528600194,61.82936507936508,0.008584557981287875,0.3347373800895268,106.62619047619,0.007794239145105328,0.3269965715328429,137.82499999999993,0.007794239145105328,0.34129501757248704,95.17460317460319,0.003565614402707431,0.3887000188866779,186.86428571428596,0.0017379974703802,0.37991540682639596,224.55238095238107,0.002348022361789401,0.3764571634006249,C45,EERMent
2.0,20.0,5920.0,296.0,0.0,3.77232170672292,2.4712917110589387,4898.45793650794,0.11673818986824096,0.09333480478087447,5627.6380952381,0.12125005787078302,0.09351489937812368,5978.399999999998,0.12125005787078302,0.09196540336654596,3248.959126984131,0.11279423603366907,0.124769390822284,4942.907539682538,0.10673585241358903,0.08817384217948626,5897.704761904763,0.101073887920131,0.062397056172980726,kNN,Mar
2.0,100.0,969.6,9.696,0.0,2.986592606822211,0.986592606822211,1.5761904761904801,0.010552750705174897,0.7982444813344393,4.951190476190479,0.0139170452512849,0.820114953950861,9.534126984126976,0.025430570824949005,0.8283641198608865,9.124206349206354,0.0165339541299418,0.8742390950594338,11.488888888888901,0.023900520984501114,0.8569461262990273,13.438888888888904,0.015239733959933393,0.832849951805753,SVM,SGcon
2.0,19.0,124.0,6.526315789473684,68.42105263157895,2.093421685162235,0.8146680842094061,18.5547619047619,0.35219614237063296,0.18640267280098097,45.30595238095239,0.24158566405382206,0.09023146004525112,61.278968253968294,0.24158566405382206,0.10483587430093205,47.804365079365105,0.2902266703137528,0.18476902825677702,53.57738095238089,0.23726694717107585,0.129575133372227,74.39523809523807,0.23912133984261705,0.1319593684923621,VFDT,EERMent
2.0,4.0,1078.4,269.6,0.0,3.032779879191245,2.4307198878632823,17.702777777777797,0.03897675117278542,0.3113612937095438,21.878174603174607,0.04975663804189199,0.3128865937765079,36.6777777777778,0.02124497772032359,0.251695070880909,64.85793650793651,0.008557410049811613,0.3227686522576249,125.60238095238097,0.009067704301265382,0.3265526213539571,144.7583333333331,0.016010398303106008,0.3092620394590579,C45,AgTUeuc1.0
2.0,3.0,226.4,75.46666666666667,0.0,2.354876422516234,1.8777551677965714,27.544444444444398,0.040410257088375194,0.24704803465264388,56.063888888888876,0.03221167396469912,0.24105019626853097,58.61944444444437,0.041814779432447595,0.29294965274108414,43.9373015873016,0.021923359782141702,0.28189911151816394,53.263095238095204,0.013660549213420697,0.28318645651849583,61.36746031746027,0.05245756519238063,0.32040322500906987,SVM,DWTUmah1.0
2.0,24.0,800.0,33.333333333333336,0.0,2.9030899869919438,1.5228787452803376,80.4686507936508,0.20173788245268112,0.12366047493533797,202.084126984127,0.15013110106964409,0.03871951236350301,210.1210317460319,0.15013110106964409,0.0556604554414759,90.5309523809524,0.2144708525500719,0.12141578549283598,222.024206349206,0.186712550793502,0.10596734191668,180.558333333333,0.17427189155249803,0.09724772984528135,IELM,DWTUmah1.0
2.0,12.0,140.8,11.733333333333334,0.0,2.1486026548060932,1.0694214087584686,53.242460317460285,0.12013078799017197,0.12925123909079395,80.38571428571434,0.14125345380574303,0.11010318186708194,98.48174603174598,0.14125345380574303,0.0982212275314187,57.4686507936508,0.12013078799017197,0.16280370741477995,80.31706349206347,0.14125345380574303,0.15169931615889,114.952777777778,0.12880101674887093,0.1326895987810701,VFDT,SGcon
2.0,30.0,455.2,15.173333333333334,0.0,2.6582022533870147,1.1810809986673523,58.2079365079365,0.0702271298234207,0.33449182644577014,153.34047619047593,0.0562682786154629,0.11610387393499604,187.92658730158698,0.0562682786154629,0.12330668226360805,55.393253968253994,0.059673699247585484,0.340460639067592,107.304761904762,0.0661419389568083,0.3147854780372559,211.06428571428597,0.06868459998652393,0.157044917168879,IELM,DWTUmah1.0
3.0,40.0,4000.0,100.0,0.0,3.6020599913279625,2.0,1877.4210317460304,0.2831262293464889,0.0836480097099688,2341.19682539683,0.3046745769379661,0.06254326992909,3359.004365079368,0.31006592698700985,0.031555711018010586,1419.7996031746004,0.3079328151352811,0.10881871407403305,1900.6686507936488,0.3009389744910081,0.0799393730780147,3137.592857142861,0.3195071703127981,0.04361800602668889,VFDT,DWeuc1.0
