@relation data
@attribute "#classes" numeric
@attribute "#atributos" numeric
@attribute "#exemplos" numeric
@attribute "#exemplos/#atributos" numeric
@attribute "%nominais" numeric
@attribute "log(#exs)" numeric
@attribute "log(#exs/#atrs)" numeric
@attribute skewnessesmin numeric
@attribute skewavg numeric
@attribute skewnessesmax numeric
@attribute skewnessesminByskewnessesmax numeric
@attribute kurtosesmin numeric
@attribute kurtavg numeric
@attribute kurtosesmax numeric
@attribute kurtosesminBykurtosesmax numeric
@attribute nominalValuesCountmin numeric
@attribute nominalValuesCountAvg numeric
@attribute nominalValuesCountmax numeric
@attribute nominalValuesCountminBynominalValuesCountmax numeric
@attribute mediasmin numeric
@attribute mediasavg numeric
@attribute mediasmax numeric
@attribute mediasminBymediasmax numeric
@attribute desviosmin numeric
@attribute desviosavg numeric
@attribute desviosmax numeric
@attribute desviosminBydesviosmax numeric
@attribute entropiasmin numeric
@attribute entropiasavg numeric
@attribute entropiasmax numeric
@attribute entropiasminByentropiasmax numeric
@attribute correlsmin numeric
@attribute correlsavg numeric
@attribute correlsmax numeric
@attribute correlsminBycorrelsmax numeric
@attribute correleucmah numeric
@attribute correleucman numeric
@attribute correlmanmah numeric
@attribute "AH-conect.-Y" numeric
@attribute "AH-Dunn-Y" numeric
@attribute "AH-silhueta-Y" numeric
@attribute "AH-conect.-1.5Y" numeric
@attribute "AH-Dunn-1.5Y" numeric
@attribute "AH-silhueta-1.5Y" numeric
@attribute "AH-conect.-2Y" numeric
@attribute "AH-Dunn-2Y" numeric
@attribute "AH-silhueta-2Y" numeric
@attribute "kM-conect.-Y" numeric
@attribute "kM-Dunn-Y" numeric
@attribute "kM-silhueta-Y" numeric
@attribute "kM-conect.-1.5Y" numeric
@attribute "kM-Dunn-1.5Y" numeric
@attribute "kM-silhueta-1.5Y" numeric
@attribute "kM-conect.-2Y" numeric
@attribute "kM-Dunn-2Y" numeric
@attribute "kM-silhueta-2Y" numeric
@attribute budget numeric
@attribute class {"HTUeuc-RFw","HTUmah-SVM"}
@data
2.0,36.0,2556.8,71.02222222222223,100.0,3.4076967576338975,1.8513942568666102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,36.0,2556.8,71.02222222222223,100.0,3.4076967576338975,1.8513942568666102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
2.0,9.0,766.4,85.15555555555555,100.0,2.884455496070488,1.930212986631163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,9.0,766.4,85.15555555555555,100.0,2.884455496070488,1.930212986631163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
2.0,20.0,432.0,21.6,0.0,2.635483746814912,1.334453751150931,-8.327136643549017E-4,2.9030687163888845E-5,0.0012744626927465666,-0.653384103822089,-1.5027881040892246,-1.215173041977364,-1.1986607611256725,1.2537226151275223,1.0,1.0,1.0,1.0,0.49991312962962947,18.575018532685185,270.5,0.0018481076880947486,0.28881336863616464,10.68834999351379,156.02884348735012,0.0018510255038811454,0.5396578537141281,2.7669750665839614,22.95462750304566,0.02350976305943215,-0.1059207697085265,0.05270493363331691,1.0,-0.1059207697085265,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,20.0,432.0,21.6,0.0,2.635483746814912,1.334453751150931,-8.327136643549017E-4,2.9030687163888845E-5,0.0012744626927465666,-0.653384103822089,-1.5027881040892246,-1.215173041977364,-1.1986607611256725,1.2537226151275223,1.0,1.0,1.0,1.0,0.49991312962962947,18.575018532685185,270.5,0.0018481076880947486,0.28881336863616464,10.68834999351379,156.02884348735012,0.0018510255038811454,0.5396578537141281,2.7669750665839614,22.95462750304566,0.02350976305943215,-0.1059207697085265,0.05270493363331691,1.0,-0.1059207697085265,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
15.0,90.0,264.0,2.933333333333333,0.0,2.4216039268698313,0.46736141743050613,-0.5213530716442718,-0.1939682918627514,0.17015718454027676,-3.063949800608424,-1.088424566677703,-0.7302615092944921,-0.30099044265173047,3.61614328045989,1.0,1.0,1.0,1.0,0.45789848484848533,0.5131462312794612,0.5738471787878783,0.7979449961149793,0.14258577643160694,0.17729971081833604,0.2271900687505065,0.6276056749126233,0.5117977286522809,0.5662956323539023,0.6217658738241708,0.8231357657255602,-0.40037308411098255,0.14244137290521186,1.0,-0.40037308411098255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
15.0,90.0,264.0,2.933333333333333,0.0,2.4216039268698313,0.46736141743050613,-0.5213530716442718,-0.1939682918627514,0.17015718454027676,-3.063949800608424,-1.088424566677703,-0.7302615092944921,-0.30099044265173047,3.61614328045989,1.0,1.0,1.0,1.0,0.45789848484848533,0.5131462312794612,0.5738471787878783,0.7979449961149793,0.14258577643160694,0.17729971081833604,0.2271900687505065,0.6276056749126233,0.5117977286522809,0.5662956323539023,0.6217658738241708,0.8231357657255602,-0.40037308411098255,0.14244137290521186,1.0,-0.40037308411098255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
2.0,8.0,614.4,76.8,0.0,2.7884512070234555,1.885361220031512,-1.8436079833551307,0.5292461289375233,2.272250858431569,-0.8113575913126463,-0.5200718661530077,2.775362395442404,7.214259554348853,-0.07208943097140182,1.0,1.0,1.0,1.0,0.4718763020833327,44.98579117838541,120.89453125,0.003903206350232097,0.33132859501277484,25.733742975451598,115.24400235133837,0.00287501812027207,0.5105061496394114,14.691646193552923,32.96256739829476,0.01548745106747423,-0.11397026236774184,0.25364579792041275,1.0,-0.11397026236774184,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,8.0,614.4,76.8,0.0,2.7884512070234555,1.885361220031512,-1.8436079833551307,0.5292461289375233,2.272250858431569,-0.8113575913126463,-0.5200718661530077,2.775362395442404,7.214259554348853,-0.07208943097140182,1.0,1.0,1.0,1.0,0.4718763020833327,44.98579117838541,120.89453125,0.003903206350232097,0.33132859501277484,25.733742975451598,115.24400235133837,0.00287501812027207,0.5105061496394114,14.691646193552923,32.96256739829476,0.01548745106747423,-0.11397026236774184,0.25364579792041275,1.0,-0.11397026236774184,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
2.0,5.0,4316.0,863.2,0.0,3.635081436010873,2.9361114316748544,0.2093155341521925,0.7799581960576113,1.480199277249644,0.14141037451465413,-0.8583728673887512,0.34172930435273596,1.7858481936247488,-0.4806527623417451,1.0,1.0,1.0,1.0,-0.0017989666357739798,-8.320404077851694E-5,0.0012235434661723773,-1.4702923807044668,0.9994770735215736,1.0002364422667631,1.0005434602632919,0.9989341924823159,0.0,0.0,0.0,0.0,-0.3172062978867858,0.10415381431577247,1.0,-0.3172062978867858,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,5.0,4316.0,863.2,0.0,3.635081436010873,2.9361114316748544,0.2093155341521925,0.7799581960576113,1.480199277249644,0.14141037451465413,-0.8583728673887512,0.34172930435273596,1.7858481936247488,-0.4806527623417451,1.0,1.0,1.0,1.0,-0.0017989666357739798,-8.320404077851694E-5,0.0012235434661723773,-1.4702923807044668,0.9994770735215736,1.0002364422667631,1.0005434602632919,0.9989341924823159,0.0,0.0,0.0,0.0,-0.3172062978867858,0.10415381431577247,1.0,-0.3172062978867858,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUmah-SVM"
2.0,33.0,280.0,8.484848484848484,0.0,2.4471580313422194,0.9286440914643317,-2.5757490182540375,-0.5891184872098467,0.11222119320596076,-22.95242943573713,-0.6695140532278314,0.3703429538868297,4.661085468087567,-0.14363908531858172,1.0,1.0,1.0,1.0,-0.07139025714285716,0.25593211861471854,0.8942857142857142,-0.07982936102236424,0.30791177349004845,0.5262017597662018,0.6535020899120721,0.4711718267518893,0.0,0.027099567099567123,0.894285714285715,0.0,-0.492575477105112,0.14424271827754423,1.0,-0.492575477105112,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,33.0,280.0,8.484848484848484,0.0,2.4471580313422194,0.9286440914643317,-2.5757490182540375,-0.5891184872098467,0.11222119320596076,-22.95242943573713,-0.6695140532278314,0.3703429538868297,4.661085468087567,-0.14363908531858172,1.0,1.0,1.0,1.0,-0.07139025714285716,0.25593211861471854,0.8942857142857142,-0.07982936102236424,0.30791177349004845,0.5262017597662018,0.6535020899120721,0.4711718267518893,0.0,0.027099567099567123,0.894285714285715,0.0,-0.492575477105112,0.14424271827754423,1.0,-0.492575477105112,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
2.0,20.0,5920.0,296.0,0.0,3.77232170672292,2.4712917110589387,-0.03290459217782331,0.011570591325473938,0.05169621178744497,-0.6364990980986072,-0.14417075659781808,-0.06388078544223903,0.049161690589743845,-2.932583376778648,1.0,1.0,1.0,1.0,-0.022110783783783755,0.0023114067567567586,0.013736527027027073,-1.6096342066870362,1.0791394450744052,1.0925789909126522,1.108513757787852,0.9735011744264985,0.0,0.0,0.0,0.0,0.14079496615737297,0.20804445534374005,1.0,0.14079496615737297,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,20.0,5920.0,296.0,0.0,3.77232170672292,2.4712917110589387,-0.03290459217782331,0.011570591325473938,0.05169621178744497,-0.6364990980986072,-0.14417075659781808,-0.06388078544223903,0.049161690589743845,-2.932583376778648,1.0,1.0,1.0,1.0,-0.022110783783783755,0.0023114067567567586,0.013736527027027073,-1.6096342066870362,1.0791394450744052,1.0925789909126522,1.108513757787852,0.9735011744264985,0.0,0.0,0.0,0.0,0.14079496615737297,0.20804445534374005,1.0,0.14079496615737297,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
2.0,14.0,552.0,39.42857142857143,42.857142857142854,2.741939077729199,1.5958110420509608,-0.06919047486430249,4.013001032747115,13.140655014445388,-0.0052653748833861105,-0.8490425800809596,44.28154385717042,214.66997242752728,-0.003955106391824767,2.0,2.0,3.0,0.6666666666666666,2.4,694.3541666666665,2697.2855072463767,8.89783448415933E-4,1.9923160695339048,1425.5463113845822,5210.102598302697,3.823947862721446E-4,-646.3541081484724,-186.39745381582398,25.538318619771935,-25.309188039030133,-0.11980806424868093,0.17224867825136245,1.0,-0.11980806424868093,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,14.0,552.0,39.42857142857143,42.857142857142854,2.741939077729199,1.5958110420509608,-0.06919047486430249,4.013001032747115,13.140655014445388,-0.0052653748833861105,-0.8490425800809596,44.28154385717042,214.66997242752728,-0.003955106391824767,2.0,2.0,3.0,0.6666666666666666,2.4,694.3541666666665,2697.2855072463767,8.89783448415933E-4,1.9923160695339048,1425.5463113845822,5210.102598302697,3.823947862721446E-4,-646.3541081484724,-186.39745381582398,25.538318619771935,-25.309188039030133,-0.11980806424868093,0.17224867825136245,1.0,-0.11980806424868093,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
2.0,6.0,248.0,41.333333333333336,0.0,2.3944516808262164,1.6163004304425728,-0.17683364572301785,1.1216915024575862,4.317953020817951,-0.040953119422665746,0.1617956112319474,7.178761116081847,38.06869646233129,0.004250095912583796,1.0,1.0,1.0,1.0,17.54282176451612,52.856932875268846,117.92067225806458,0.14876799316513706,10.00833181925566,18.34973902111795,37.55902120564649,0.2664694525572739,0.0,11.098873668573018,19.735879115476124,0.0,-0.3421290964150381,0.42696845272790884,1.0,-0.3421290964150381,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,6.0,248.0,41.333333333333336,0.0,2.3944516808262164,1.6163004304425728,-0.17683364572301785,1.1216915024575862,4.317953020817951,-0.040953119422665746,0.1617956112319474,7.178761116081847,38.06869646233129,0.004250095912583796,1.0,1.0,1.0,1.0,17.54282176451612,52.856932875268846,117.92067225806458,0.14876799316513706,10.00833181925566,18.34973902111795,37.55902120564649,0.2664694525572739,0.0,11.098873668573018,19.735879115476124,0.0,-0.3421290964150381,0.42696845272790884,1.0,-0.3421290964150381,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
3.0,6.0,248.0,41.333333333333336,0.0,2.3944516808262164,1.6163004304425728,-0.17683364572301785,1.1216915024575862,4.317953020817951,-0.040953119422665746,0.1617956112319474,7.178761116081847,38.06869646233129,0.004250095912583796,1.0,1.0,1.0,1.0,17.54282176451612,52.856932875268846,117.92067225806458,0.14876799316513706,10.00833181925566,18.34973902111795,37.55902120564649,0.2664694525572739,0.0,11.098873668573018,19.735879115476124,0.0,-0.3421290964150381,0.42696845272790884,1.0,-0.3421290964150381,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUmah-SVM"
3.0,6.0,248.0,41.333333333333336,0.0,2.3944516808262164,1.6163004304425728,-0.17683364572301785,1.1216915024575862,4.317953020817951,-0.040953119422665746,0.1617956112319474,7.178761116081847,38.06869646233129,0.004250095912583796,1.0,1.0,1.0,1.0,17.54282176451612,52.856932875268846,117.92067225806458,0.14876799316513706,10.00833181925566,18.34973902111795,37.55902120564649,0.2664694525572739,0.0,11.098873668573018,19.735879115476124,0.0,-0.3421290964150381,0.42696845272790884,1.0,-0.3421290964150381,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUmah-SVM"
3.0,4.0,500.0,125.0,0.0,2.6989700043360187,2.0969100130080562,0.0,0.0,0.0,0.0,-1.3007984392499798,-1.3007984392499752,-1.300798439249971,1.0000000000000069,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.4153462926807447,1.4153462926807447,1.4153462926807447,1.0,2.4322707917903923,2.4322707917904,2.432270791790403,0.9999999999999957,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
3.0,4.0,500.0,125.0,0.0,2.6989700043360187,2.0969100130080562,0.0,0.0,0.0,0.0,-1.3007984392499798,-1.3007984392499752,-1.300798439249971,1.0000000000000069,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.4153462926807447,1.4153462926807447,1.4153462926807447,1.0,2.4322707917903923,2.4322707917904,2.432270791790403,0.9999999999999957,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUmah-SVM"
2.0,4.0,1078.4,269.6,0.0,3.032779879191245,2.4307198878632823,-1.0171861633530213,-0.12282115053531673,1.08824314788637,-0.9347048638244508,-0.7755433963341143,0.13918473658106378,1.2488217995604702,-0.6210200659590273,1.0,1.0,1.0,1.0,-1.1687116817507412,0.6499225356083096,1.909039304154305,-0.612198857932092,2.085876822085081,3.786436983505213,5.8686000698337875,0.3554300509941135,0.0,0.0,0.0,0.0,-0.7853763738069383,0.1456742005079631,1.0,-0.7853763738069383,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,4.0,1078.4,269.6,0.0,3.032779879191245,2.4307198878632823,-1.0171861633530213,-0.12282115053531673,1.08824314788637,-0.9347048638244508,-0.7755433963341143,0.13918473658106378,1.2488217995604702,-0.6210200659590273,1.0,1.0,1.0,1.0,-1.1687116817507412,0.6499225356083096,1.909039304154305,-0.612198857932092,2.085876822085081,3.786436983505213,5.8686000698337875,0.3554300509941135,0.0,0.0,0.0,0.0,-0.7853763738069383,0.1456742005079631,1.0,-0.7853763738069383,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
2.0,13.0,234.4,18.03076923076923,0.0,2.369957607346053,1.2560142550392164,-1.0241158617953459,1.3900135889653096,9.780352715798587,-0.10471154686896428,-1.4821869920691368,8.291151470978248,94.29894635334313,-0.01571795920725672,1.0,1.0,1.0,1.0,0.5880546075085324,14.045760042005774,69.11262798634812,0.008508641975308644,0.1008403606896001,7.086599563212151,49.167287936203515,0.002050964470939386,0.5267902426054077,4.763114728550006,15.145888925418298,0.03478107129924425,-0.13453141898076962,0.13852990848384936,1.0,-0.13453141898076962,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
2.0,13.0,234.4,18.03076923076923,0.0,2.369957607346053,1.2560142550392164,-1.0241158617953459,1.3900135889653096,9.780352715798587,-0.10471154686896428,-1.4821869920691368,8.291151470978248,94.29894635334313,-0.01571795920725672,1.0,1.0,1.0,1.0,0.5880546075085324,14.045760042005774,69.11262798634812,0.008508641975308644,0.1008403606896001,7.086599563212151,49.167287936203515,0.002050964470939386,0.5267902426054077,4.763114728550006,15.145888925418298,0.03478107129924425,-0.13453141898076962,0.13852990848384936,1.0,-0.13453141898076962,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUmah-SVM"
10.0,7.0,3890.4,555.7714285714286,0.0,3.589994256560121,2.744896216545864,0.1649558603044062,0.6592866412133869,1.4313802137026004,0.11524251818299851,-0.5675933316574686,-0.06624173019076794,1.2698105009712153,-0.44699057947886284,1.0,1.0,1.0,1.0,2.2484063335389677,15.822044593284613,40.746249228871434,0.05518069456920275,1.7293130074698377,9.581494789860033,14.32707964854334,0.12070240760095587,0.0,7.83918222634116,22.766634368949283,0.0,-0.20653188780540774,0.3012730293822739,1.0,-0.20653188780540774,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"HTUeuc-RFw"
10.0,7.0,3890.4,555.7714285714286,0.0,3.589994256560121,2.744896216545864,0.1649558603044062,0.6592866412133869,1.4313802137026004,0.11524251818299851,-0.5675933316574686,-0.06624173019076794,1.2698105009712153,-0.44699057947886284,1.0,1.0,1.0,1.0,2.2484063335389677,15.822044593284613,40.746249228871434,0.05518069456920275,1.7293130074698377,9.581494789860033,14.32707964854334,0.12070240760095587,0.0,7.83918222634116,22.766634368949283,0.0,-0.20653188780540774,0.3012730293822739,1.0,-0.20653188780540774,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"HTUeuc-RFw"
