@relation data
@attribute "#classes" numeric
@attribute "#atributos" numeric
@attribute "#exemplos" numeric
@attribute "#exemplos/#atributos" numeric
@attribute "%nominais" numeric
@attribute "log(#exs)" numeric
@attribute "log(#exs/#atrs)" numeric
@attribute skewnessesmin numeric
@attribute skewavg numeric
@attribute skewnessesmax numeric
@attribute skewnessesminByskewnessesmax numeric
@attribute kurtosesmin numeric
@attribute kurtavg numeric
@attribute kurtosesmax numeric
@attribute kurtosesminBykurtosesmax numeric
@attribute nominalValuesCountmin numeric
@attribute nominalValuesCountAvg numeric
@attribute nominalValuesCountmax numeric
@attribute nominalValuesCountminBynominalValuesCountmax numeric
@attribute mediasmin numeric
@attribute mediasavg numeric
@attribute mediasmax numeric
@attribute mediasminBymediasmax numeric
@attribute desviosmin numeric
@attribute desviosavg numeric
@attribute desviosmax numeric
@attribute desviosminBydesviosmax numeric
@attribute entropiasmin numeric
@attribute entropiasavg numeric
@attribute entropiasmax numeric
@attribute entropiasminByentropiasmax numeric
@attribute correlsmin numeric
@attribute correlsavg numeric
@attribute correlsmax numeric
@attribute correlsminBycorrelsmax numeric
@attribute majority numeric
@attribute minority numeric
@attribute majorityByminority numeric
@attribute classEntropy numeric
@attribute "AH-conect.-Y" numeric
@attribute "AH-Dunn-Y" numeric
@attribute "AH-silhueta-Y" numeric
@attribute "AH-conect.-1.5Y" numeric
@attribute "AH-Dunn-1.5Y" numeric
@attribute "AH-silhueta-1.5Y" numeric
@attribute "AH-conect.-2Y" numeric
@attribute "AH-Dunn-2Y" numeric
@attribute "AH-silhueta-2Y" numeric
@attribute "kM-conect.-Y" numeric
@attribute "kM-Dunn-Y" numeric
@attribute "kM-silhueta-Y" numeric
@attribute "kM-conect.-1.5Y" numeric
@attribute "kM-Dunn-1.5Y" numeric
@attribute "kM-silhueta-1.5Y" numeric
@attribute "kM-conect.-2Y" numeric
@attribute "kM-Dunn-2Y" numeric
@attribute "kM-silhueta-2Y" numeric
@attribute "orçamento" {baixo,alto}
@attribute learner {NB,kNN,VFDT,SVM,C45,IELM,CIELM}
@attribute class {"multilabel0,0,0,0,0,0,1","multilabel0,0,0,0,1,0,0","multilabel0,0,0,0,1,0,1","multilabel0,0,0,1,0,0,0","multilabel0,0,0,1,1,0,0","multilabel0,0,1,0,0,0,0","multilabel0,0,1,0,0,0,1","multilabel0,0,1,0,1,0,0","multilabel0,0,1,0,1,0,1","multilabel0,0,1,1,0,0,1","multilabel0,0,1,1,1,0,0","multilabel0,0,1,1,1,0,1","multilabel0,1,0,0,0,0,0","multilabel1,0,0,0,0,1,0","multilabel1,0,0,0,1,1,0","multilabel1,0,1,0,1,1,0","multilabel1,1,0,0,0,1,0","multilabel1,1,1,0,0,1,1","multilabel1,1,1,0,1,1,1","multilabel1,1,1,1,0,1,0","multilabel1,1,1,1,1,1,1"}
@data
4.0,8.0,1015.2,126.9,0.0,3.006551609086648,2.103461622094705,-1.8224021923087141,4.184169817098385,19.23754082648552,-0.0947315568422186,0.2744193421284553,70.06802967037319,383.18223464433805,7.161588333633624E-4,1.0,1.0,1.0,1.0,0.0020961386918833726,0.3758254531126873,0.5068951930654051,0.00413525068013992,0.038425480659881404,0.08525279636775629,0.13971200648183002,0.27503348944372047,0.0022066841451042077,0.41714415890595674,0.5541215612251266,0.003982310560566121,-0.17197333745228735,0.13727523574996195,1.0,-0.17197333745228735,34.515366430260045,12.76595744680851,2.7037037037037037,0.947361135500687,276.69880952381004,0.017451167530368798,0.12637723133727705,345.068253968254,0.017451167530368798,0.14334514770688692,423.23412698412716,0.03161120110412999,0.11169007258304604,349.77380952381,0.00991721834381609,0.17341500802766296,425.58253968254013,0.00991721834381609,0.19484506414139496,457.9055555555562,0.024183879046439004,0.203867075030512,alto,kNN,"multilabel1,1,1,1,1,1,1"
3.0,40.0,4000.0,100.0,0.0,3.6020599913279625,2.0,-0.27203078157249977,0.03546827362426717,0.2720371073231119,-0.9999767467362287,-0.679051825631459,-0.19641749321969906,0.15060825997502159,-4.508728975051435,1.0,1.0,1.0,1.0,-0.025551999999999953,0.8994882000000004,3.3224679999999993,-0.0076906685030525375,0.9764529543579722,1.27111559694555,2.032673796607975,0.48037858115130344,0.0,0.0,0.0,0.0,-0.7103016036378433,0.01821969694796287,1.0,-0.7103016036378433,33.839999999999996,33.06,1.0235934664246822,0.9999474462011532,1877.4210317460304,0.2831262293464889,0.0836480097099688,2341.19682539683,0.3046745769379661,0.06254326992909,3359.004365079368,0.31006592698700985,0.031555711018010586,1419.7996031746004,0.3079328151352811,0.10881871407403305,1900.6686507936488,0.3009389744910081,0.0799393730780147,3137.592857142861,0.3195071703127981,0.04361800602668889,alto,kNN,"multilabel0,0,0,0,1,0,1"
15.0,90.0,192.0,2.1333333333333333,0.0,2.2833012287035497,0.32905871926422475,-0.5502780301470389,-0.22973114180207593,0.23384742641724257,-2.3531498232749612,-1.0770840247946762,-0.706095959970464,-0.11623275397486488,9.266613652014076,1.0,1.0,1.0,1.0,0.46234582916666683,0.5085799418981479,0.571450541666667,0.8090740938283298,0.14199614891255757,0.17509106983358425,0.2260646832340832,0.6281217697570426,0.5194865182870414,0.5651372640631,0.6231684729696291,0.8336213091966853,-0.46951306572563795,0.1411078915399992,1.0,-0.46951306572563795,7.5,6.25,1.2,0.9985849366239214,84.88373015873023,0.18982720046098492,0.285899733266512,135.620634920635,0.16422028977253691,0.27045789202407805,173.23055555555595,0.21988356326982694,0.29790506242274417,86.4079365079365,0.19985277726659909,0.2941469556657832,131.49880952381,0.17289345739106798,0.2856470281399288,171.23730158730189,0.21988356326982694,0.305382546557345,baixo,kNN,"multilabel0,0,1,1,1,0,0"
2.0,8.0,614.4,76.8,0.0,2.7884512070234555,1.885361220031512,-1.8436079833551307,0.5292461289375233,2.272250858431569,-0.8113575913126463,-0.5200718661530077,2.775362395442404,7.214259554348853,-0.07208943097140182,1.0,1.0,1.0,1.0,0.4718763020833327,44.98579117838541,120.89453125,0.003903206350232097,0.33132859501277484,25.733742975451598,115.24400235133837,0.00287501812027207,0.5105061496394114,14.691646193552923,32.96256739829476,0.01548745106747423,-0.11397026236774184,0.25364579792041275,1.0,-0.11397026236774184,65.10416666666666,34.89583333333333,1.8656716417910448,0.9331343166407832,108.72420634920599,0.0650985134755717,0.13669257998391904,177.03809523809502,0.07376616499847394,0.11613932821416297,201.75714285714304,0.07376616499847394,0.120414621140716,133.8603174603169,0.05371933463543239,0.18899273851658102,238.5206349206349,0.06669231631447631,0.17894052591639603,260.8194444444441,0.04762446513968208,0.16517850959064304,alto,kNN,"multilabel1,1,1,1,1,1,1"
3.0,60.0,2404.0,40.06666666666667,100.0,3.380934463330702,1.6027832129470583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.04159733777038,22.36272878535774,2.4613095238095237,0.9099450883438374,24.789682539682495,0.2600063706987799,0.632559838914581,1927.3682539682493,0.13125038256290808,0.006157546610244647,2439.123412698411,0.18325977786928896,0.0010793171752704602,7.786904761904762,0.7418166774175731,0.7467410345405959,1677.2162698412699,0.11535638836277404,0.015200223962246611,2376.259126984129,0.17706649068942099,0.0116747798700928,alto,kNN,"multilabel0,0,1,0,0,0,0"
13.0,32.0,2667.2,83.35,0.0,3.4260555824839303,1.920905604164024,-1.0406266322382656,-0.18221473726050677,2.1087188542488984,-0.4934876122255401,-1.3929088405211338,-0.7446970540687974,3.174947750502975,-0.4387186656222829,1.0,1.0,1.0,1.0,1.2600479904019197,3.0351398470305946,3.532093581283743,0.3567425271739131,0.5785282942045168,1.2088349458636447,1.4435322348823425,0.40077268814968353,1.211021598213511,2.5811877259112426,2.9533163532632036,0.4100548174852378,-0.1525796114787545,0.5253215613457383,1.0,-0.1525796114787545,13.557288542291543,0.5098980203959208,26.58823529411765,0.9306821820512564,1427.7071428571403,0.12896886146310796,0.08973798629507185,1818.9900793650806,0.05742534740018772,0.05976212912377132,2025.940873015869,0.05965203371233608,0.03332455943443549,1171.52698412698,0.11105039229090204,0.12608812446757792,1362.3615079365109,0.0637905378640673,0.11433997856514906,1525.6186507936507,0.0637905378640673,0.110058034332441,baixo,kNN,"multilabel0,0,1,0,1,0,0"
3.0,90.0,92.8,1.031111111111111,0.0,1.9675479762188621,0.01330546677953718,-6.596351073761517,-1.2438443191566342,6.623783311329424,-0.9958585243087608,4.23094561655555,25.856352872530486,60.488358426641945,0.0699464446813627,1.0,1.0,1.0,1.0,-273.7586206896552,-28.480268199233727,13.879310344827585,-19.724223602484475,11.6286880948195,144.46193728326358,768.4185071293834,0.015133274364071901,0.0,0.0,0.0,0.0,-0.822320701943995,0.08579127173220993,1.0,-0.822320701943995,61.206896551724135,18.103448275862068,3.380952380952381,0.8518421053856333,42.44801587301592,0.24211154107228697,0.5986216438314039,42.959126984126996,0.282888933075002,0.5908201064752899,44.959126984126996,0.282888933075002,0.5720517918838177,12.4448412698413,0.38475865667013304,0.6738608557529437,24.289682539682495,0.3941225239492032,0.6215237085654514,36.17222222222221,0.282888933075002,0.5670332846800913,alto,kNN,"multilabel0,0,1,0,0,0,0"
2.0,57.0,84.8,1.487719298245614,100.0,1.9283958522567137,0.17252099658422243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,1.0,1.0,29.25039682539681,0.7644231121810872,0.015304885488224604,74.47896825396816,0.7608795501525987,0.013915797991840504,94.60079365079356,0.7779397877475468,0.017635428598880606,22.477777777777803,0.7642145420677626,0.016689142816815702,71.57142857142861,0.7642145420677626,0.019977490150038694,89.13095238095235,0.7813495559586943,0.02444348784096829,alto,kNN,"multilabel1,1,1,1,1,1,1"
3.0,6.0,248.0,41.333333333333336,0.0,2.3944516808262164,1.6163004304425728,-0.17683364572301785,1.1216915024575862,4.317953020817951,-0.040953119422665746,0.1617956112319474,7.178761116081847,38.06869646233129,0.004250095912583796,1.0,1.0,1.0,1.0,17.54282176451612,52.856932875268846,117.92067225806458,0.14876799316513706,10.00833181925566,18.34973902111795,37.55902120564649,0.2664694525572739,0.0,11.098873668573018,19.735879115476124,0.0,-0.3421290964150381,0.42696845272790884,1.0,-0.3421290964150381,48.38709677419355,19.35483870967742,2.5,0.9412590806411599,55.9503968253968,0.029166558374541404,0.2752518060345299,85.22936507936512,0.029166558374541404,0.19097750030038202,108.26944444444403,0.029166558374541404,0.16155163390614102,58.831746031745986,0.02557718278724951,0.295035867267667,95.64007936507942,0.0318538583211928,0.23107197335992186,129.99960317460307,0.02954555812407541,0.19866315280084812,alto,kNN,"multilabel1,0,0,0,0,1,0"
2.0,33.0,280.0,8.484848484848484,0.0,2.4471580313422194,0.9286440914643317,-2.5757490182540375,-0.5891184872098467,0.11222119320596076,-22.95242943573713,-0.6695140532278314,0.3703429538868297,4.661085468087567,-0.14363908531858172,1.0,1.0,1.0,1.0,-0.07139025714285716,0.25593211861471854,0.8942857142857142,-0.07982936102236424,0.30791177349004845,0.5262017597662018,0.6535020899120721,0.4711718267518893,0.0,0.027099567099567123,0.894285714285715,0.0,-0.492575477105112,0.14424271827754423,1.0,-0.492575477105112,64.28571428571429,35.714285714285715,1.8,0.940285958670631,73.0587301587302,0.08650262245675006,0.217646117138987,83.35992063492061,0.08650262245675006,0.24448496984903914,86.83611111111105,0.08650262245675006,0.27391650820847696,45.72579365079358,0.08702698430974971,0.2551402375997569,59.57261904761897,0.05607083899115461,0.2748626225996151,67.17738095238104,0.05607083899115461,0.292748496572317,alto,kNN,"multilabel1,1,1,1,1,1,1"
2.0,20.0,432.0,21.6,0.0,2.635483746814912,1.334453751150931,-8.327136643549017E-4,2.9030687163888845E-5,0.0012744626927465666,-0.653384103822089,-1.5027881040892246,-1.215173041977364,-1.1986607611256725,1.2537226151275223,1.0,1.0,1.0,1.0,0.49991312962962947,18.575018532685185,270.5,0.0018481076880947486,0.28881336863616464,10.68834999351379,156.02884348735012,0.0018510255038811454,0.5396578537141281,2.7669750665839614,22.95462750304566,0.02350976305943215,-0.1059207697085265,0.05270493363331691,1.0,-0.1059207697085265,91.48148148148148,8.518518518518519,10.739130434782608,0.4201910370851764,248.14761904761895,0.355433579303594,0.047815269828002195,361.77063492063485,0.355433579303594,0.02626962774507229,417.4718253968251,0.355433579303594,0.02005750217060541,247.4257936507939,0.26798220403933387,0.06946638581681526,414.31468253968325,0.2979941008547911,0.051203892509897625,507.4166666666673,0.2979941008547911,0.045852494900673696,baixo,kNN,"multilabel1,1,1,1,1,1,1"
5.0,3.0,7001.6,2333.866666666667,0.0,3.8451972959812992,3.3680760412616366,-0.0041225838054839755,0.41215311417175515,1.2235391972110246,-0.003369392508945466,-1.2012718055689098,-0.32448997553943243,1.4134009903321294,-0.8499157802957444,1.0,1.0,1.0,1.0,0.44989309312157244,338.3518610736974,507.88642595978064,8.858143673979571E-4,0.09255727787858738,192.06294321347866,288.1448262179537,3.212179066112287E-4,0.4884915351052655,99.38946887069058,148.99065032945128,0.0032786724135044896,-0.01653088345370538,0.3297167439291506,1.0,-0.01653088345370538,94.43555758683729,0.6398537477148081,147.5892857142857,0.1762481273646714,705.2535714285711,0.014124374539996303,0.21342145257295606,911.6642857142866,0.015968614301526005,0.2122770041078991,1089.5293650793694,0.015840978099441298,0.20785771482953697,990.8996031746029,0.005690961334973877,0.2925198768151918,1132.2992063492095,0.00446365600105987,0.2770236476062069,1460.9115079365101,0.005403602383323509,0.27934657480784186,baixo,kNN,"multilabel0,0,1,0,0,0,0"
10.0,35.0,1692.0,48.34285714285714,0.0,3.228400358703005,1.6843323143527291,-0.9984905808451026,2.3918485685806474,17.308120472118233,-0.05768913975688913,-1.3626038349590253,17.71130749625107,297.85269089962736,-0.004574757511316914,1.0,1.0,1.0,1.0,0.003309692671394799,106.33958257345493,1705.1825059101654,1.9409609586794366E-6,0.05744822913623544,60.55234749873073,931.8167526538447,6.165185265517174E-5,0.0,14.005496312422858,54.65907981433461,0.0,-0.8992416817433625,0.04209966561274134,1.0,-0.8992416817433625,27.18676122931442,2.4113475177304964,11.27450980392157,0.8765052588253638,35.9765873015873,0.158404804464594,0.22941385362828806,202.61349206349212,0.06602300587916171,0.19957912873883107,308.45555555555615,0.06658754368269924,0.19815644702811702,73.61746031746026,0.06897931504916842,0.230176532118086,406.8892857142861,0.040642092987835714,0.22130215970936898,488.6722222222217,0.04691527157461119,0.21230571029072706,baixo,kNN,"multilabel0,0,0,0,1,0,1"
7.0,18.0,1668.8,92.71111111111111,0.0,3.2224042910824555,1.9671317859791495,-0.8830075921680102,3.302235146171684,16.623778967423334,-0.053117139845181384,-1.2136758783371266,38.73139434509457,338.8221559961351,-0.0035820440217934593,1.0,1.0,1.0,1.0,-12.760146395973168,25.486174652817724,124.80488974113135,-0.1022407569322011,0.02364913483613199,26.453523593220876,72.86098451714726,3.245788537288616E-4,0.0,10.258018652674929,43.7101529162637,0.0,-0.8593017763601024,0.08427671986221341,1.0,-0.8593017763601024,14.381591562799617,13.998082454458293,1.0273972602739727,0.9999792427321014,56.519047619047576,0.021011238659803096,0.35688651942201594,115.98095238095206,0.01935834340955571,0.2748392708880551,145.14444444444405,0.014826275052344797,0.30001511623632715,127.72182539682494,0.007455764407818171,0.3617451185593199,231.29007936507887,0.007069689616808429,0.31437068953081587,261.40515873015914,0.008942411590609682,0.3183805492144139,alto,kNN,"multilabel0,0,1,0,0,0,1"
