Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
0.0,1.0,-0.16781960427761078,-0.6428570747375488,0.0,0.5384615063667297,0.75,-0.6491227746009827,1.0,1.0,-0.8208954930305481,1.0,0.0,-0.5299999713897705,-1.0
1.0,1.0,-0.7918797135353088,-0.910714328289032,-1.0,0.07692307978868484,0.75,-0.9035087823867798,1.0,1.0,-0.9104477763175964,1.0,0.0,-0.8600000143051147,-0.9958000183105469
0.0,1.0,-0.363308310508728,-0.6428570747375488,0.0,1.0,0.75,-0.4736841917037964,1.0,1.0,-0.8208954930305481,1.0,0.0,-1.0,-0.9800000190734863
1.0,1.0,0.3482707142829895,-0.8064286112785339,0.0,0.07692307978868484,-0.25,-0.8305262923240662,-1.0,-1.0,-1.0,1.0,0.0,-0.6800000071525574,-1.0
0.0,1.0,0.03248126059770584,-0.5685713887214661,0.0,-0.5384615063667297,-0.25,-0.9971929788589478,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.9462000131607056
0.0,1.0,-0.5239098072052002,-0.6785714030265808,0.0,0.23076920211315155,-0.25,-0.4736841917037964,1.0,1.0,-0.9402984976768494,1.0,0.0,-0.6700000166893005,-1.0
0.0,-1.0,-0.8445112705230713,-0.3571428954601288,0.0,-0.23076920211315155,-0.25,-0.9473683834075928,1.0,1.0,-0.9402984976768494,-1.0,0.0,-0.9120000004768372,-0.9881799817085266
1.0,1.0,-0.8120300769805908,-0.910714328289032,-1.0,-0.5384615063667297,-0.25,-0.9912281036376953,-1.0,-1.0,-1.0,-1.0,0.0,-0.8600000143051147,-0.9999200105667114
0.0,-1.0,-0.7392480969429016,-0.5953571200370789,0.0,0.5384615063667297,-0.25,-0.8185964822769165,1.0,1.0,-0.7910447716712952,-1.0,0.0,-0.8709999918937683,-0.9348599910736084
1.0,-1.0,-0.5663158297538757,-0.958214282989502,0.0,-0.23076920211315155,-0.25,-0.9971929788589478,-1.0,-1.0,-1.0,-1.0,0.0,-0.7400000095367432,-0.9799200296401978
1.0,-1.0,-0.8369925022125244,-0.958214282989502,-1.0,-0.23076920211315155,-0.25,-0.9589474201202393,1.0,-1.0,-1.0,1.0,0.0,-0.8399999737739563,-1.0
1.0,1.0,-0.17533840239048004,-0.9046428799629211,0.0,-0.8461537957191467,-0.25,-0.9884210824966431,-1.0,-1.0,-1.0,-1.0,0.0,-0.8320000171661377,-1.0
1.0,1.0,-0.16300749778747559,-0.875,0.0,-0.5384615063667297,-0.25,-0.9852632284164429,1.0,-1.0,-1.0,-1.0,0.0,-0.8399999737739563,-1.0
1.0,1.0,-0.8270676732063293,-0.3153570890426636,0.0,-0.23076920211315155,-0.25,-0.9445614218711853,-1.0,-1.0,-1.0,-1.0,0.0,-0.9200000166893005,-0.9929999709129333
0.0,1.0,-0.4285714030265808,-0.8928570747375488,0.0,0.8461537957191467,0.75,-0.6140351295471191,1.0,1.0,-0.9104477763175964,1.0,0.0,-1.0,-1.0
1.0,1.0,-0.7368420958518982,-0.9910714030265808,-1.0,-0.5384615063667297,-0.25,-0.9912281036376953,-1.0,-1.0,-1.0,-1.0,0.0,-0.800000011920929,-0.9986000061035156
0.0,1.0,-0.41593989729881287,-0.7828571200370789,-1.0,0.07692307978868484,0.75,-0.8568421006202698,1.0,1.0,-0.9701492786407471,1.0,0.0,-0.8199999928474426,-0.639460027217865
0.0,-1.0,-0.49112778902053833,-0.14285710453987122,0.0,0.07692307978868484,-0.25,-0.859649121761322,1.0,1.0,-0.9701492786407471,-1.0,0.0,-0.7799999713897705,-0.9996200203895569
0.0,1.0,-0.7193984985351562,-0.8214285969734192,0.0,0.07692307978868484,-0.25,-0.9238595962524414,1.0,1.0,-0.6716418266296387,1.0,0.0,-0.9399999976158142,-0.9563199877738953
0.0,1.0,-0.6015037894248962,-0.9464285969734192,0.0,0.07692307978868484,0.75,-0.7017543911933899,1.0,1.0,-0.9104477763175964,1.0,0.0,-0.6880000233650208,-0.996999979019165
1.0,-1.0,-0.7993984818458557,-0.25,-1.0,1.0,0.75,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-0.8460000157356262,-0.9993600249290466
1.0,1.0,0.16030080616474152,-0.901785671710968,-1.0,0.07692307978868484,0.75,-0.33614039421081543,1.0,-1.0,-1.0,1.0,0.0,-0.800000011920929,-0.9980000257492065
0.0,1.0,-0.7193984985351562,-0.1785714030265808,0.0,0.23076920211315155,0.75,-0.8508772253990173,1.0,1.0,-0.6716418266296387,1.0,0.0,-0.7099999785423279,-0.9943199753761292
1.0,1.0,-0.12541350722312927,-0.910714328289032,0.0,-0.07692307978868484,-0.25,-0.02631578966975212,-1.0,1.0,-0.9701492786407471,1.0,0.0,-0.6480000019073486,-0.997759997844696
1.0,1.0,0.8369925022125244,0.3571428954601288,-1.0,-1.0,-1.0,-0.9971929788589478,-1.0,1.0,-0.9402984976768494,-1.0,0.0,-1.0,-0.9929800033569336
0.0,1.0,-0.6616541147232056,-0.10714290291070938,0.0,-0.23076920211315155,-0.25,-0.7894737124443054,1.0,-1.0,-1.0,1.0,-1.0,-0.9800000190734863,-1.0
0.0,1.0,-0.22315779328346252,-0.006071428768336773,0.0,0.23076920211315155,-0.25,-0.39473679661750793,1.0,1.0,-0.8208954930305481,1.0,0.0,-0.9300000071525574,-1.0
0.0,-1.0,0.02255639061331749,-0.4285714030265808,0.0,0.07692307978868484,-0.25,-0.44736841320991516,1.0,1.0,-0.8208954930305481,1.0,0.0,-1.0,-0.9747999906539917
0.0,-1.0,0.012631519697606564,-0.785714328289032,0.0,1.0,-0.25,-0.02631578966975212,1.0,1.0,-0.9402984976768494,1.0,0.0,-0.48100000619888306,-0.9659199714660645
0.0,1.0,-0.7166916728019714,-1.0,0.0,0.8461537957191467,-0.25,-0.9940351247787476,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
1.0,1.0,-0.7344360947608948,-0.8928570747375488,-1.0,-0.23076920211315155,-0.25,-0.9621052742004395,-1.0,-1.0,-1.0,1.0,0.0,-0.8799999952316284,-0.9986600279808044
0.0,1.0,-0.6090226173400879,-0.9196429252624512,0.0,1.0,0.75,-0.9122806787490845,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.8940399885177612
1.0,1.0,0.4911279082298279,-0.9614285826683044,0.0,0.07692307978868484,-0.25,-0.9589474201202393,1.0,1.0,-0.9104477763175964,1.0,0.0,-0.8199999928474426,-1.0
1.0,1.0,-0.6992480754852295,-0.9703571200370789,-1.0,0.07692307978868484,-0.25,-0.9971929788589478,-1.0,1.0,-0.9402984976768494,-1.0,0.0,-0.871999979019165,-0.9998800158500671
0.0,-1.0,-0.7894737124443054,-0.2678571045398712,0.0,0.5384615063667297,-0.25,-0.950175404548645,1.0,1.0,-0.9402984976768494,1.0,0.0,-0.9509999752044678,-1.0
1.0,-1.0,-0.6766917109489441,-0.875,-1.0,0.07692307978868484,-0.25,-0.9884210824966431,-1.0,-1.0,-1.0,-1.0,0.0,-0.8679999709129333,-1.0
0.0,1.0,-0.9272180199623108,-0.9971429109573364,0.0,0.07692307978868484,-0.25,-0.9971929788589478,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
1.0,-1.0,-0.5263158082962036,-0.8571429252624512,-1.0,0.38461539149284363,0.75,-0.859649121761322,-1.0,-1.0,-1.0,-1.0,0.0,-0.7440000176429749,-0.9996600151062012
0.0,-1.0,0.17533840239048004,0.0714285671710968,0.0,0.07692307978868484,-0.25,-0.6140351295471191,1.0,1.0,-0.5820896029472351,-1.0,0.0,-1.0,-0.9559999704360962
1.0,1.0,-0.44120290875434875,-0.75,0.0,-0.5384615063667297,-0.25,-0.9649122953414917,-1.0,-1.0,-1.0,1.0,0.0,-0.7680000066757202,-1.0
1.0,1.0,-0.7795488834381104,-0.7053570747375488,-1.0,-0.692307710647583,0.75,-0.9971929788589478,-1.0,-1.0,-1.0,-1.0,0.0,-0.8600000143051147,-0.9980000257492065
1.0,1.0,-0.5663158297538757,-0.9910714030265808,-1.0,-0.5384615063667297,-0.25,-0.9940351247787476,-1.0,-1.0,-1.0,-1.0,0.0,-0.7839999794960022,-0.9580000042915344
1.0,1.0,-0.8421053290367126,-0.875,-1.0,0.07692307978868484,-0.25,-0.8361403942108154,-1.0,-1.0,-1.0,1.0,0.0,-0.8880000114440918,-0.9998800158500671
1.0,1.0,-0.5840601921081543,-0.7678570747375488,-1.0,0.5384615063667297,0.75,-0.6431578993797302,-1.0,1.0,-0.9402984976768494,1.0,0.0,-0.6309999823570251,-0.9999799728393555
0.0,1.0,-0.5765414237976074,-0.8928570747375488,0.0,0.23076920211315155,-0.25,-0.859649121761322,1.0,1.0,-0.6716418266296387,1.0,0.0,-0.5659999847412109,-0.9993000030517578
0.0,1.0,-0.21052630245685577,-0.535714328289032,0.0,-0.23076920211315155,0.0,-0.7543860077857971,1.0,1.0,-0.9701492786407471,-1.0,0.0,-1.0,-0.9900000095367432
1.0,-1.0,-0.2908270061016083,-0.8214285969734192,0.0,-0.692307710647583,0.75,-0.9852632284164429,-1.0,-1.0,-1.0,-1.0,0.0,-0.7400000095367432,-0.9950799942016602
0.0,1.0,-0.13533830642700195,-0.6489285826683044,-1.0,0.23076920211315155,-0.25,-0.7778946757316589,1.0,-1.0,-1.0,1.0,0.0,-0.9480000138282776,-0.9711599946022034
0.0,1.0,0.29323309659957886,-0.125,0.0,-0.07692307978868484,-0.25,-0.9122806787490845,1.0,1.0,-0.8805969953536987,1.0,0.0,-0.800000011920929,-1.0
1.0,1.0,-0.11518800258636475,-0.6428570747375488,0.0,-0.692307710647583,0.0,-0.8421053290367126,-1.0,-1.0,-1.0,1.0,0.0,-0.859000027179718,-1.0
1.0,-1.0,-0.6992480754852295,-0.9492856860160828,0.0,0.23076920211315155,-0.25,-0.9824560880661011,-1.0,1.0,-0.9701492786407471,1.0,0.0,-0.7599999904632568,-0.9999200105667114
0.0,1.0,-0.8571429252624512,-0.8571429252624512,0.0,-0.692307710647583,-0.25,-0.8947368264198303,1.0,1.0,-0.9402984976768494,-1.0,0.0,-0.8799999952316284,-0.9940000176429749
1.0,-1.0,-0.1855638027191162,-0.75,0.0,-0.692307710647583,0.0,-0.9649122953414917,-1.0,-1.0,-1.0,-1.0,-1.0,0.1599999964237213,-1.0
0.0,-1.0,-0.6766917109489441,-0.964285671710968,0.0,0.5384615063667297,0.75,-0.8947368264198303,1.0,-1.0,-1.0,-1.0,0.0,-0.7200000286102295,-0.983519971370697
0.0,1.0,-0.15037590265274048,-0.30071431398391724,0.0,1.0,0.75,-0.44140350818634033,1.0,1.0,-0.7611939907073975,-1.0,0.0,-1.0,-1.0
1.0,-1.0,-0.8270676732063293,-0.9882143139839172,0.0,0.5384615063667297,-0.25,-0.9971929788589478,-1.0,-1.0,-1.0,1.0,0.0,-0.6200000047683716,-1.0
1.0,1.0,-0.7669172883033752,-0.1785714030265808,0.0,-0.692307710647583,-0.25,-0.9649122953414917,1.0,-1.0,-1.0,1.0,0.0,-0.8999999761581421,-0.9986400008201599
1.0,1.0,-0.4736841917037964,-0.7975000143051147,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.8507462739944458,-1.0,0.0,-0.8240000009536743,-0.9970800280570984
0.0,1.0,-0.5939850211143494,-0.8867856860160828,0.0,0.8461537957191467,0.75,-0.8712280988693237,1.0,1.0,-0.6417909860610962,1.0,0.0,-0.4169999957084656,-0.9857400059700012
1.0,1.0,0.05263157933950424,0.8810713887214661,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0
1.0,-1.0,-0.4986465871334076,-0.901785671710968,0.0,0.23076920211315155,0.75,-0.9971929788589478,-1.0,1.0,-0.9104477763175964,-1.0,0.0,-1.0,-0.9993399977684021
1.0,1.0,-0.528721809387207,-0.910714328289032,0.0,0.23076920211315155,-0.25,-0.8771929740905762,-1.0,-1.0,-1.0,-1.0,0.0,-0.800000011920929,-1.0
0.0,1.0,-0.5639098286628723,-0.6399999856948853,-1.0,0.07692307978868484,0.0,-0.8947368264198303,1.0,1.0,-0.7611939907073975,1.0,0.0,-0.8560000061988831,-0.9998599886894226
0.0,1.0,-0.2030075043439865,0.535714328289032,0.0,0.38461539149284363,1.0,0.4035088121891022,1.0,1.0,-0.6716418266296387,-1.0,0.0,-1.0,-0.9760000109672546
1.0,1.0,-0.31578949093818665,-0.6964285969734192,0.0,0.5384615063667297,-0.25,-0.7543860077857971,-1.0,-1.0,-1.0,-1.0,0.0,-0.5460000038146973,-0.9990000128746033
1.0,1.0,-0.6442105174064636,-0.9760714173316956,0.0,-0.5384615063667297,0.75,-0.7543860077857971,-1.0,-1.0,-1.0,1.0,0.0,-0.6600000262260437,-1.0
1.0,1.0,-0.5163909792900085,-0.75,0.0,0.07692307978868484,-0.25,-0.9884210824966431,-1.0,-1.0,-1.0,-1.0,0.0,-0.7839999794960022,-1.0
1.0,1.0,-0.7193984985351562,-1.0,0.0,-0.5384615063667297,-0.25,-0.9298245906829834,-1.0,1.0,-0.6716418266296387,-1.0,-1.0,-1.0,-1.0
0.0,-1.0,-0.4460150897502899,-0.895714282989502,0.0,0.23076920211315155,-0.25,-0.9238595962524414,1.0,1.0,-0.5223881006240845,-1.0,0.0,-0.8799999952316284,-0.9584199786186218
0.0,1.0,-0.6565414071083069,-0.75,0.0,0.8461537957191467,-0.25,-0.956140398979187,1.0,1.0,-0.7910447716712952,-1.0,0.0,-1.0,-0.8588200211524963
1.0,-1.0,-0.35578951239585876,-0.7321429252624512,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.8208954930305481,-1.0,0.0,-1.0,-0.9959999918937683
1.0,-1.0,-0.8547368049621582,-0.2857142984867096,0.0,-0.8461537957191467,-0.25,-0.9708771705627441,-1.0,-1.0,-1.0,-1.0,0.0,-0.9200000166893005,-0.9991599917411804
1.0,1.0,-0.21293239295482635,-0.6428570747375488,0.0,-0.692307710647583,0.0,-0.9852632284164429,-1.0,-1.0,-1.0,-1.0,0.0,-0.44999998807907104,-1.0
1.0,1.0,-0.7091729044914246,-0.9285714030265808,0.0,0.07692307978868484,-0.25,-0.9649122953414917,-1.0,-1.0,-1.0,1.0,-1.0,-0.7200000286102295,-1.0
0.0,1.0,-0.283308207988739,-1.0,0.0,0.07692307978868484,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.8159999847412109,-1.0
1.0,-1.0,-0.6691728830337524,-0.0239285696297884,0.0,0.5384615063667297,0.75,-0.8947368264198303,-1.0,-1.0,-1.0,-1.0,0.0,-0.7200000286102295,-0.9999799728393555
0.0,-1.0,0.0,-0.0714285671710968,0.0,-0.692307710647583,0.0,-0.6375439167022705,1.0,1.0,-0.7313433289527893,1.0,0.0,-1.0,-1.0
0.0,1.0,-0.3858647048473358,-0.625,0.0,0.23076920211315155,-0.25,-0.9940351247787476,-1.0,-1.0,-1.0,1.0,0.0,-0.7099999785423279,-0.9998800158500671
1.0,1.0,-0.7467669248580933,-0.958214282989502,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.8999999761581421,-1.0
1.0,1.0,-0.5789474248886108,-0.9078571200370789,0.0,-0.5384615063667297,0.75,-0.9824560880661011,-1.0,-1.0,-1.0,1.0,-1.0,-0.8600000143051147,-1.0
1.0,1.0,-0.1278194934129715,-0.708214282989502,0.0,-0.23076920211315155,-0.25,-0.9971929788589478,-1.0,-1.0,-1.0,-1.0,0.0,-0.8920000195503235,-0.9980000257492065
1.0,1.0,-0.5512781739234924,0.035714291036129,0.0,-0.8461537957191467,-0.25,-0.9912281036376953,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.9942799806594849
0.0,1.0,-0.3233082890510559,-0.6428570747375488,0.0,0.07692307978868484,0.0,-0.8245614171028137,1.0,1.0,-0.8208954930305481,-1.0,0.0,-1.0,-0.9926599860191345
1.0,-1.0,-0.8670676946640015,-0.2857142984867096,-1.0,0.5384615063667297,0.75,-0.9884210824966431,-1.0,-1.0,-1.0,-1.0,0.0,-0.6600000262260437,-1.0
0.0,1.0,-0.7744361162185669,-0.8928570747375488,0.0,0.23076920211315155,-0.25,-0.8947368264198303,-1.0,-1.0,-1.0,-1.0,0.0,-0.8500000238418579,-0.9998400211334229
1.0,-1.0,-0.2430076003074646,-0.8810713887214661,0.0,-0.23076920211315155,-0.25,-0.9824560880661011,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.9922000169754028
1.0,1.0,-0.45624059438705444,-0.9971429109573364,-1.0,-0.07692307978868484,-0.25,-0.9971929788589478,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
1.0,-1.0,-0.8923308253288269,-0.3214285969734192,0.0,-0.23076920211315155,-0.25,-0.8771929740905762,-1.0,1.0,-0.7014924883842468,1.0,0.0,-1.0,-0.9998000264167786
0.0,-1.0,-0.7993984818458557,-0.9403570890426636,0.0,0.5384615063667297,-0.25,-0.8887718915939331,1.0,1.0,-0.9701492786407471,-1.0,0.0,-1.0,-1.0
1.0,-1.0,-0.23819540441036224,-0.714285671710968,0.0,0.07692307978868484,-0.25,-0.7894737124443054,-1.0,-1.0,-1.0,-1.0,0.0,-0.5199999809265137,-1.0
0.0,1.0,-0.25052639842033386,-0.9850000143051147,0.0,-0.5384615063667297,-0.25,-0.9940351247787476,1.0,-1.0,-1.0,1.0,0.0,-0.7200000286102295,-1.0
0.0,1.0,-0.5813534259796143,-0.01785713993012905,0.0,0.23076920211315155,-0.25,-0.5964912176132202,1.0,-1.0,-1.0,1.0,0.0,-0.5130000114440918,-0.9900000095367432
0.0,1.0,-0.5789474248886108,-0.958214282989502,-1.0,0.8461537957191467,-0.25,-0.9824560880661011,1.0,1.0,-0.9402984976768494,-1.0,0.0,-0.7400000095367432,-0.9900000095367432
1.0,1.0,-0.8421053290367126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.8805969953536987,-1.0,0.0,-0.9549999833106995,-0.9999799728393555
0.0,-1.0,-0.6616541147232056,-0.9375,0.0,1.0,0.75,-0.9270175099372864,1.0,-1.0,-1.0,1.0,0.0,-0.8399999737739563,-0.8827999830245972
0.0,1.0,-0.5813534259796143,-0.8571429252624512,0.0,1.0,0.75,-0.9298245906829834,1.0,1.0,-0.8805969953536987,-1.0,0.0,-0.8600000143051147,-0.849120020866394
1.0,1.0,-0.7443609237670898,-0.3571428954601288,0.0,-0.23076920211315155,-0.25,-0.9940351247787476,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
0.0,-1.0,0.08511283993721008,-0.0296428594738245,0.0,-0.5384615063667297,0.75,-0.4035088121891022,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0
1.0,1.0,-0.44120290875434875,-0.8214285969734192,0.0,0.07692307978868484,-0.25,-0.9122806787490845,-1.0,-1.0,-1.0,1.0,0.0,-0.7200000286102295,-1.0
1.0,1.0,-0.2631579041481018,-0.2767857015132904,-1.0,-0.5384615063667297,-0.25,-0.9912281036376953,-1.0,-1.0,-1.0,-1.0,0.0,-0.8399999737739563,-1.0
1.0,1.0,0.0099248718470335,-0.535714328289032,0.0,0.07692307978868484,-0.25,-0.9298245906829834,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-0.9954400062561035
1.0,1.0,-0.5765414237976074,-0.714285671710968,-1.0,-0.692307710647583,0.75,-0.5964912176132202,1.0,1.0,-0.9402984976768494,1.0,0.0,-0.925000011920929,-1.0
0.0,-1.0,-0.33834588527679443,-0.9346429109573364,0.0,-0.23076920211315155,-0.25,-0.9473683834075928,1.0,1.0,-0.8805969953536987,-1.0,0.0,-1.0,-0.9683399796485901
1.0,1.0,-0.4036090075969696,-0.9821429252624512,0.0,-0.692307710647583,0.0,-0.7192981839179993,-1.0,-1.0,-1.0,1.0,-1.0,-0.5799999833106995,-1.0
0.0,1.0,-0.3885714113712311,-0.9942857027053833,-1.0,-0.07692307978868484,0.0,-0.9971929788589478,1.0,1.0,-0.9701492786407471,1.0,0.0,-0.7200000286102295,-0.9599999785423279
0.0,-1.0,-0.7894737124443054,-0.26178568601608276,0.0,0.8461537957191467,0.75,-0.9764912128448486,1.0,1.0,-0.9701492786407471,1.0,0.0,-0.9200000166893005,-0.9990000128746033
0.0,1.0,-0.41593989729881287,-0.9285714030265808,0.0,1.0,-0.25,-0.9473683834075928,1.0,1.0,-0.7910447716712952,1.0,0.0,-0.6600000262260437,-0.9185799956321716
0.0,1.0,-0.7293233275413513,-0.2142857015132904,0.0,0.5384615063667297,-0.25,-0.8245614171028137,1.0,1.0,-0.7910447716712952,1.0,0.0,-0.8999999761581421,-0.9838200211524963
0.0,1.0,0.05263157933950424,-0.3928571045398712,0.0,0.07692307978868484,0.75,-0.12280700355768204,1.0,1.0,-0.7313433289527893,-1.0,0.0,-0.8190000057220459,-0.9668999910354614
0.0,1.0,-0.19308260083198547,-0.6428570747375488,0.0,0.07692307978868484,-0.25,-0.6491227746009827,1.0,1.0,-0.7910447716712952,-1.0,0.0,-1.0,-0.9387000203132629
1.0,1.0,-0.7918797135353088,-0.9403570890426636,-1.0,0.07692307978868484,-0.25,-0.859649121761322,-1.0,-1.0,-1.0,1.0,-1.0,-0.7599999904632568,-1.0
1.0,-1.0,-0.2481202930212021,-0.8928570747375488,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.9240000247955322,-1.0
0.0,-1.0,0.3031579852104187,0.3928571045398712,0.0,0.07692307978868484,-0.25,-0.6140351295471191,1.0,1.0,-0.7910447716712952,-1.0,0.0,-1.0,-0.9399999976158142
0.0,-1.0,-0.4736841917037964,-0.7321429252624512,0.0,0.8461537957191467,0.75,-0.956140398979187,1.0,1.0,-0.7313433289527893,1.0,0.0,-0.8190000057220459,-1.0
1.0,1.0,-0.7518796920776367,-0.9435713887214661,0.0,0.23076920211315155,-0.25,-0.9796491265296936,-1.0,1.0,-0.9701492786407471,-1.0,0.0,-0.5799999833106995,-0.9943400025367737
0.0,-1.0,0.34075188636779785,-0.2857142984867096,0.0,0.5384615063667297,-0.25,-0.7192981839179993,1.0,1.0,-0.5820896029472351,-1.0,0.0,-1.0,-0.967960000038147
1.0,1.0,-0.5437594056129456,-0.973214328289032,0.0,0.07692307978868484,-0.25,-0.9796491265296936,-1.0,-1.0,-1.0,-1.0,0.0,-0.7799999713897705,-0.9972000122070312
0.0,-1.0,-0.0300751905888319,-0.714285671710968,0.0,-0.38461539149284363,-0.5,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-0.8999999761581421,-0.9807999730110168
0.0,1.0,-0.7819548845291138,-0.785714328289032,-1.0,-0.8461537957191467,-0.25,-0.9238595962524414,1.0,1.0,-0.7611939907073975,1.0,0.0,-0.8399999737739563,-0.9999799728393555
0.0,-1.0,-0.6691728830337524,-0.10714290291070938,0.0,-0.23076920211315155,-0.25,-0.8947368264198303,1.0,1.0,-0.6417909860610962,1.0,0.0,-0.8799999952316284,-0.9886599779129028
1.0,-1.0,-0.787067711353302,-0.964285671710968,-1.0,0.38461539149284363,-0.75,-0.9298245906829834,-1.0,-1.0,-1.0,-1.0,0.0,-0.7400000095367432,-1.0
1.0,1.0,-0.6742857098579407,-0.035714291036129,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.8159999847412109,-1.0
1.0,-1.0,-0.6165413856506348,-0.8064286112785339,-1.0,0.07692307978868484,-0.25,-0.9940351247787476,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9200000166893005,-1.0
1.0,1.0,-0.1828572005033493,-0.9403570890426636,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-0.8700000047683716,-0.9999799728393555
1.0,-1.0,-0.2607518136501312,-0.6846429109573364,0.0,0.07692307978868484,-0.25,-0.9912281036376953,-1.0,-1.0,-1.0,-1.0,0.0,-0.8399999737739563,-1.0
1.0,1.0,-0.8246616721153259,-0.958214282989502,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9104477763175964,-1.0,0.0,-0.6499999761581421,-0.9846199750900269
0.0,1.0,-0.23308269679546356,-0.3214285969734192,0.0,-0.07692307978868484,-0.25,-0.543859601020813,1.0,1.0,-0.5820896029472351,-1.0,0.0,-0.7599999904632568,-0.9078599810600281
0.0,1.0,-0.6390976905822754,-0.964285671710968,0.0,0.07692307978868484,-0.25,-0.8975439071655273,1.0,1.0,-0.8507462739944458,1.0,0.0,-0.6880000233650208,-1.0
0.0,-1.0,-0.027669109404087067,-0.785714328289032,0.0,0.07692307978868484,-0.25,-0.8333333134651184,1.0,1.0,-0.7611939907073975,1.0,0.0,-0.6039999723434448,-0.9168199896812439
1.0,1.0,-0.8219549059867859,-0.2857142984867096,-1.0,-0.5384615063667297,0.75,-0.9414035081863403,1.0,-1.0,-1.0,1.0,0.0,-0.8600000143051147,-1.0
1.0,-1.0,-0.7443609237670898,-0.910714328289032,-1.0,-1.0,-1.0,-0.7719298005104065,-1.0,-1.0,-1.0,-1.0,0.0,-0.7200000286102295,-1.0
1.0,1.0,-0.8472179770469666,-0.7471429109573364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-0.8199999928474426,-0.9999799728393555
0.0,1.0,0.5136842727661133,0.4285714030265808,0.0,1.0,0.75,0.2280701994895935,1.0,1.0,-0.7313433289527893,1.0,0.0,-1.0,-0.9800000190734863
